model,RMSE,MAE,R2
LinearRegression,30.40844319716073,4.483885624390653,0.09713199882882984
RandomForestRegressor,29.843371564653946,3.261028923760956,0.1303757119845066
DecisionTreeRegressor,37.08517010886449,3.166697642377332,-0.3428776304210397
